blockIdx,trialIdx,scheduledHt,scheduledRwd,spentHt,responseBlockTime,trialEarnings,responseRT,blockTime,
1,1,28,1,0,8.883333333333333,0,0.8833333333333333,11,
1,2,2,3,2,19.666666666666664,3,0.6666666666666666,24,
1,3,2,1,2,32.68333333333334,1,0.6833333333333333,37,
1,4,22,1,0,45.833333333333336,0,0.8333333333333334,48,
1,5,40,3,0,56.7,0,0.7,59,
1,6,2,3,2,67.58333333333334,3,0.5833333333333334,72,
1,7,2,3,2,80.63333333333334,3,0.6333333333333333,85,
1,8,2,1,2,93.73333333333333,1,0.7333333333333333,98,
1,9,40,3,0,106.65,0,0.65,109,
1,10,2,1,2,117.63333333333334,1,0.6333333333333333,122,
1,11,2,3,2,130.7,3,0.7,135,
1,12,28,1,0,143.83333333333334,0,0.8333333333333334,146,
1,13,22,1,0,155.78333333333333,0,1.7833333333333332,157,
1,14,2,3,2,165.6,3,0.6,170,
1,15,2,3,2,178.71666666666667,3,0.7166666666666667,183,
1,16,22,3,0,191.95,0,0.95,194,
1,17,2,1,2,202.58333333333334,1,0.5833333333333334,207,
1,18,40,3,0,215.8,0,0.8,218,
1,19,2,1,2,226.7,1,0.7,231,
1,20,2,1,2,239.56666666666666,1,0.5666666666666667,244,
1,21,28,1,0,252.78333333333333,0,0.7833333333333333,255,
1,22,2,1,2,263.66666666666663,1,0.6666666666666666,268,
1,23,2,1,2,276.7,1,0.7,281,
1,24,2,3,2,289.6333333333333,3,0.6333333333333333,294,
1,25,28,3,0,302.6166666666667,0,0.6166666666666667,305,
1,26,22,3,0,313.75,0,0.75,316,
1,27,2,3,2,324.71666666666664,3,0.7166666666666667,329,
1,28,40,1,0,337.76666666666665,0,0.7666666666666666,340,
1,29,28,1,0,348.8833333333333,0,0.8833333333333333,351,
1,30,40,1,0,359.71666666666664,0,0.7166666666666667,362,
1,31,22,1,0,370.8,0,0.8,373,
1,32,2,1,2,381.6,1,0.6,386,
1,33,2,1,2,394.51666666666665,1,0.5166666666666666,399,
1,34,2,3,2,407.6166666666667,3,0.6166666666666667,412,
1,35,2,3,2,420.56666666666666,3,0.5666666666666667,425,
1,36,2,3,2,433.6333333333333,3,0.6333333333333333,438,
1,37,40,1,0,446.73333333333335,0,0.7333333333333333,449,
1,38,28,3,0,457.78333333333336,0,0.7833333333333333,460,
1,39,2,3,2,468.7,3,0.7,473,
1,40,2,1,2,481.8,1,0.8,486,
1,41,22,3,0,494.8833333333333,0,0.8833333333333333,497,
1,42,2,3,2,505.6666666666667,3,0.6666666666666666,510,
1,43,28,3,0,518.8,0,0.8,521,
1,44,22,1,0,529.9333333333333,0,0.9333333333333333,532,
1,45,2,3,2,540.65,3,0.65,545,
1,46,2,1,2,553.7,1,0.7,558,
1,47,40,3,0,566.85,0,0.85,569,
1,48,2,3,2,577.7166666666667,3,0.7166666666666667,582,
1,49,2,1,2,590.6833333333333,1,0.6833333333333333,595,
1,50,2,3,2,603.5166666666667,3,0.5166666666666666,608,
2,1,22,3,22,9.133333333333333,3,1.1333333333333333,33,
2,2,28,3,0,43.0,0,2.0,44,
2,3,28,1,0,53.583333333333336,0,1.5833333333333333,55,
2,4,28,3,0,64.68333333333334,0,1.6833333333333333,66,
2,5,40,1,0,74.91666666666667,0,0.9166666666666666,77,
2,6,2,1,2,86.6,1,1.6,90,
2,7,28,1,0,100.21666666666667,0,2.216666666666667,101,
2,8,28,3,0,110.93333333333334,0,1.9333333333333333,112,
2,9,28,3,28,121.31666666666666,3,1.3166666666666667,151,
2,10,28,1,0,160.2,0,1.2,162,
2,11,22,1,22,171.0,1,1.0,195,
2,12,28,3,0,204.55,0,1.55,206,
2,13,40,3,0,214.75,0,0.75,217,
2,14,2,1,2,225.63333333333333,1,0.6333333333333333,230,
2,15,28,1,0,239.65,0,1.65,241,
2,16,40,3,0,249.75,0,0.75,252,
2,17,22,3,22,260.9,3,0.9,285,
2,18,28,3,0,293.8666666666667,0,0.8666666666666667,296,
2,19,28,1,0,305.18333333333334,0,1.1833333333333333,307,
2,20,28,1,0,315.8833333333333,0,0.8833333333333333,318,
2,21,2,3,2,326.8,3,0.8,331,
2,22,28,1,0,340.1166666666667,0,1.1166666666666667,342,
2,23,28,1,0,351.1333333333333,0,1.1333333333333333,353,
2,24,28,3,0,362.53333333333336,0,1.5333333333333332,364,
2,25,22,1,22,372.76666666666665,1,0.7666666666666666,397,
2,26,28,1,0,405.8666666666667,0,0.8666666666666667,408,
2,27,40,3,0,416.9,0,0.9,419,
2,28,2,3,2,427.68333333333334,3,0.6833333333333333,432,
2,29,40,3,0,441.1166666666667,0,1.1166666666666667,443,
2,30,2,3,2,451.73333333333335,3,0.7333333333333333,456,
2,31,22,1,22,465.06666666666666,1,1.0666666666666667,489,
2,32,28,3,0,497.76666666666665,0,0.7666666666666666,500,
2,33,28,3,0,509.0333333333333,0,1.0333333333333332,511,
2,34,28,1,0,519.9833333333333,0,0.9833333333333333,522,
2,35,28,1,0,530.9,0,0.9,533,
2,36,22,1,22,541.8166666666667,1,0.8166666666666667,566,
2,37,28,3,0,574.7833333333333,0,0.7833333333333333,577,
2,38,28,1,0,585.85,0,0.85,588,
2,39,28,3,0,596.7833333333333,0,0.7833333333333333,599,
2,40,28,3,0,607.7333333333333,0,0.7333333333333333,610,
